-13.4964, 7.17548, 174.978
10.6727, 0.285796, 113.621
-3.86878, 19.8139, 4.84651
-9.83024, 6.24539, 90.3883
-2.1578, -16.9209, 21.577
0.279678, 0.770512, 0.692292
11.7401, 8.0494, 129.779
-13.5228, 17.7283, 165.139
7.36308, -8.36134, 62.5762
20.6989, 6.98111, 421.462
17.3895, -19.4257, 321.82
-2.33519, -4.91039, 10.3635
17.1405, -4.83989, 298.635
8.38698, 20.8524, 49.489
13.299, 12.3408, 164.521
10.8241, -0.472998, 117.635
-20.3738, -22.2399, 437.333
5.44902, 7.64808, 22.0437
-8.57936, -5.89691, 79.5022
-22.5293, -15.0568, 522.628
-13.4209, 5.17548, 174.946
8.67273, 0.419746, 74.7965
-2.94868, 17.8139, 9.11923
-7.83024, 4.94625, 56.3665
-0.157802, -14.9209, 14.9458
0.310053, 0.796085, 0.699952
9.74005, 6.0494, 88.8192
-11.5228, 15.7283, 117.047
6.58976, -6.36134, 49.7863
18.6989, 5.70408, 343.944
15.3895, -17.4257, 254.262
-0.335192, -2.91039, 3.02274
15.1405, -4.74595, 233.979
6.38698, 18.8524, 21.9411
11.299, 10.3408, 117.326
8.82412, 0.702772, 77.1624
-18.3738, -20.2399, 357.838
3.44902, 5.64808, 6.24764
-6.57936, -3.89691, 47.1848
-20.5293, -13.0568, 434.511
-11.4209, 3.17548, 127.262
6.67273, 0.840017, 43.6853
-0.948678, 15.8139, 14.9139
-5.83024, 2.94625, 31.0455
1.83876, -12.9209, 16.3019
0.252961, 0.780593, 0.716604
7.74005, 4.0494, 55.859
-9.52283, 13.7283, 76.956
4.58976, -4.36134, 25.4273
16.6989, 4.1701, 274.682
13.3895, -15.4257, 194.704
1.12769, -0.910391, 2.18208
13.1405, -2.74595, 175.417
4.38698, 16.8524, 2.3932
9.29895, 8.34082, 78.1297
6.82412, 1.62402, 44.9446
-16.3738, -18.2399, 286.342
1.44902, 3.64808, 1.54843
-4.57936, -1.89691, 22.8674
-18.5293, -11.0568, 354.393
-9.42093, 1.17548, 87.5784
4.67273, 1.14457, 20.6898
1.05132, 13.8139, 12.7087
-3.83024, 0.946252, 13.7245
1.92423, -10.9209, 14.6235
0.253073, 0.75298, 0.688934
5.74005, 2.0494, 30.8988
-7.52283, 11.7283, 44.8647
2.58976, -2.36134, 9.06821
14.6989, 2.1701, 213.887
11.3895, -13.4257, 143.146
1.3961, 1.08961, 0.859499
11.1405, -0.745952, 124.856
2.62218, 14.8524, 7.97655
7.29895, 6.34082, 46.9339
4.82412, 2.05734, 21.2148
-14.3738, -16.2399, 222.847
-0.550982, 1.64808, 1.3445
-2.57936, 0.103095, 6.54998
-16.5293, -9.05675, 282.276
-7.42093, -0.292223, 55.3624
2.67273, 1.27058, 5.87291
1.85696, 11.8139, 8.36565
-1.83024, -0.646098, 3.99589
1.02034, -8.92087, 9.96196
0.253155, 0.73285, 0.668763
3.74005, 0.0493994, 13.9386
-5.52283, 9.72833, 20.7734
0.927862, -0.361337, 1.22226
12.6989, 0.170102, 161.091
9.38949, -11.4257, 99.5882
1.07064, 2.32178, 1.17551
9.14045, 1.25405, 82.2938
0.622183, 12.8524, 12.4653
5.29895, 4.34082, 23.7381
2.82412, 0.452438, 7.52324
-12.3738, -14.2399, 167.352
0.500896, 0.342828, 0.0919305
-0.579355, 2.10309, 1.76744
-14.5293, -7.05675, 218.159
-5.42093, -0.577042, 29.9635
0.67273, 0.484861, 0.0322951
2.01344, 9.81394, 5.75998
-0.210189, -1.49465, 1.53883
0.0974614, -6.92087, 6.93037
0.396836, 0.376431, 0.218952
1.74005, -1.26038, 4.28817
-3.93598, 7.72833, 7.76361
-0.295088, 1.63866, 1.55159
10.6989, -1.09397, 115.56
7.38949, -9.4257, 64.0302
0.777577, 1.92096, 1.31633
7.14045, 1.61712, 49.369
1.15383, 10.8524, 9.52107
3.29895, 2.34082, 8.54228
0.824123, -0.872718, 1.5519
-10.3738, -12.2399, 119.856
1.26772, -0.608701, 2.2158
1.15929, 1.37549, 0.03154
-12.5293, -5.05675, 162.041
-3.42093, 1.42296, 10.2798
-0.48149, 0.655662, 0.42383
2.12661, 7.81394, 3.29145
1.78981, -0.450586, 3.65401
0.553357, -4.92087, 5.22707
0.898203, 1.48011, 0.673345
2.45567, -0.319549, 6.34986
-1.93598, 5.72833, 1.98031
0.465261, 2.94015, 2.72369
8.69888, 0.906026, 74.7644
5.38949, -7.4257, 36.4723
1.46439, 0.456059, 1.68838
5.14045, 1.75862, 24.6656
2.10267, 8.85239, 4.43116
1.29895, 0.340818, 1.34646
0.00173187, 1.12728, 1.12728
-8.37383, -10.2399, 80.3609
1.39856, -0.40724, 2.36321
2.42676, 0.845061, 5.04409
-10.5293, -3.05675, 113.924
-1.42093, 2.8638, 0.844761
1.51851, 1.23147, 1.0744
2.13717, 5.81394, 1.24645
2.76669, 0.838338, 6.81626
1.12953, -2.92087, 4.1967
0.958555, 0.77233, 0.146498
1.26201, 1.68045, 0.0877743
0.0640197, 3.72833, 3.72423
1.05463, 2.47732, 1.36508
6.69888, 2.74381, 42.1311
3.38949, -5.95953, 17.4482
1.5132, 1.00505, 1.28474
3.14045, 1.57154, 8.2909
4.10267, 8.62106, 8.21086
-0.275929, -0.733208, 0.809345
-0.172858, 2.91728, 2.8874
-6.37383, -8.23988, 48.8656
1.32965, 1.15502, 0.612961
0.6413, 1.48905, 1.07779
-8.52934, -1.05675, 73.8064
0.579072, 2.13121, 1.79589
1.48937, 1.09925, 1.11899
1.90118, 3.81394, 0.199463
1.86275, 2.26843, 1.20142
1.55215, -0.920868, 3.33004
1.0104, 0.746102, 0.274807
0.375771, 3.10333, 2.96212
2.06402, 2.25584, 2.00434
1.50841, 1.15766, 1.11765
4.69888, 2.81755, 19.2619
1.38949, -3.95953, 5.8902
1.48723, 1.79392, 0.41792
1.14045, 1.17299, 0.127646
5.00487, 9.14595, 15.9027
0.474997, -0.259556, 0.485178
0.818103, 2.27559, 1.6063
-4.37383, -6.23988, 25.3703
0.307974, 1.5019, 1.40705
0.572422, 1.7978, 1.47013
-6.52934, 0.943247, 41.6891
2.12506, 0.921935, 3.59394
0.831043, 0.780922, 0.0902893
1.14689, 1.81394, 0.498577
0.743412, 2.57597, 2.02331
1.61778, 0.973106, 1.6441
1.14827, 1.52419, 0.20567
0.978928, 2.13419, 1.17589
2.60732, 0.861679, 5.93645
1.68631, 0.432358, 2.41127
2.69888, 2.45667, 4.82726
-0.398818, -1.95953, 2.11859
1.26984, 1.96673, 0.35425
-0.290062, 1.02189, 0.93775
3.00487, 10.8742, 1.84497
1.89945, 1.74044, 1.86748
1.18143, 0.275588, 1.12018
-2.37383, -4.23988, 9.87495
0.433739, 0.0466118, 0.141518
1.71339, 1.55626, 1.37943
-4.52934, 2.82408, 17.6909
0.94688, 1.64514, 0.74856
0.535794, 0.575695, 0.288619
1.38902, 1.66643, 0.262939
1.37863, 2.31699, 0.416362
1.53744, 2.45932, 0.0956072
1.21976, 1.11031, 0.377503
1.4794, 0.508914, 1.67971
2.22338, 2.31493, 2.62849
0.953086, 1.81014, 0.901772
1.12652, 1.00304, 0.266005
-0.354976, 0.0404673, 0.0855404
1.10856, 1.55015, 0.321247
1.05184, 1.0344, 0.0719732
1.00487, 8.87419, 7.86443
1.80169, 1.0448, 2.20128
1.44444, -0.219697, 2.30609
-0.373831, -2.23988, 2.37963
0.611316, -0.789564, 1.16327
1.77458, 1.10364, 2.04549
-2.6238, 3.62991, 3.25444
