-17.7796, -23.8064, 339.921
22.4965, 8.52489, 497.567
-15.4556, 3.27885, 235.595
-22.2701, -18.5174, 514.473
5.19747, 21.6218, 5.39192
21.0853, 5.38719, 439.201
-24.1983, 10.1912, 575.367
-13.1903, 3.67692, 170.308
24.2727, 6.71072, 582.453
-0.708098, 7.23326, 6.73186
-7.89353, 6.12416, 56.1836
-20.4188, -19.2408, 436.167
-8.57696, 15.2173, 58.347
4.27351, -6.47951, 24.7424
-0.860798, 17.5977, 16.8568
5.73333, 12.9861, 19.885
21.973, -5.49637, 488.309
-8.95491, 2.75262, 77.4378
10.3788, -6.11612, 113.836
9.40283, -1.47933, 89.8925
-15.7796, -21.8064, 270.802
20.4965, 10.5249, 409.581
-13.4556, 5.27885, 175.773
-20.2701, -16.5174, 427.393
5.2337, 21.6326, 5.75907
21.0907, 7.38719, 437.432
-22.1983, 11.8109, 480.954
-11.1903, 5.67692, 119.547
22.2727, 8.71072, 487.362
-0.135149, 9.23326, 9.215
-5.89353, 8.12416, 26.6095
-18.4188, -17.2408, 356.492
-6.57696, 17.2173, 26.0391
5.01414, -4.47951, 29.6211
0.264935, 18.8136, 18.7434
5.53327, 14.7976, 15.8195
19.973, -3.49637, 402.417
-6.95491, 4.75262, 43.6181
9.15899, -6.05469, 89.9417
7.40283, 0.520668, 54.2812
-13.7796, -19.8064, 209.684
18.4965, 12.5249, 329.595
-11.4556, 7.27885, 123.951
-18.2701, -14.5174, 348.313
5.16814, 21.6209, 5.08869
19.0907, 9.38719, 355.069
-20.1983, 13.8109, 394.161
-9.19033, 7.67692, 76.7852
20.2727, 10.7107, 400.271
1.86485, 8.6996, 5.22193
-3.89353, 10.1242, 5.0354
-16.4188, -15.2408, 284.817
-4.57696, 19.2173, 1.73129
5.4855, -2.47951, 32.5702
2.26494, 20.0401, 14.9102
5.1739, 16.7976, 9.9716
17.973, -1.49637, 324.525
-4.95491, 6.75262, 17.7985
7.15899, -4.05469, 55.3058
5.40283, 2.52067, 26.6699
-11.7796, -17.8064, 156.565
16.4965, 14.5249, 257.609
-9.45556, 9.27885, 80.1287
-16.2701, -12.5174, 277.232
3.16814, 20.6403, 10.6032
17.0907, 11.3872, 280.706
-18.1983, 15.8109, 315.368
-7.19033, 9.67692, 42.0239
18.2727, 12.7107, 321.181
0.225621, 10.6996, 10.6487
-2.88754, 12.1242, 3.78629
